# Result of Exception Analysis....

1A	[signaler] InvalidPhotoAlbumNameException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	createNewAlbum(String)		[handler] InvalidPhotoAlbumNameException	lancs.mobilemedia.core.ui.controller.AlbumController	handleCommand(javax.microedition.lcdui.Command)	
3H	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
3I	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
3J	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.PhotoViewController	handleCommand(javax.microedition.lcdui.Command)	Photo,CopyMediaOrSmsOrCapturePhoto
3K	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
3L	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
3M	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.MediaController	incrementCountViews(String)	Sorting
3N	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
3O	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
3P	[signaler] InvalidImageDataException	lancs.mobilemedia.core.util.MusicMediaUtil	getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)	MusicOrVideo	[handler] Throwable	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(lancs.mobilemedia.core.ui.datamodel.MediaData,String)	
4A	[signaler] UnavailablePhotoAlbumException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getMedias(String)		[handler] UnavailablePhotoAlbumException	lancs.mobilemedia.core.ui.controller.MediaListController	showMediaList(String,boolean,boolean)	
5A	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor	resetRecordStore(	Video
5B	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	playMusicMedia(String)	Music
5C	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	playVideoMedia(String)	Video
5D	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	showImage(String)	Photo
5E	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor	resetRecordStore(	MusicOrVideo
5F	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.PhotoViewController	handleCommand(javax.microedition.lcdui.Command)	Photo,CopyMediaOrSmsOrCapturePhoto
5G	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	incrementCountViews(String)	Sorting
5H	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MusicPlayController	handleCommand(javax.microedition.lcdui.Command)	CopyMedia,Music
5I	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites,Music
5J	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	playMusicMedia(String)	Music
5K	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.PlayVideoController	handleCommand(javax.microedition.lcdui.Command)	CopyMedia,Video
5L	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	playVideoMedia(String)	Video
5M	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.sms.SmsSenderController	handleCommand(javax.microedition.lcdui.Command)	Sms
5N	[signaler] ImageNotFoundException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	getMediaInfo(String)		[handler] ImageNotFoundException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites,Music
6A	[signaler] InvalidImageFormatException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
6B	[signaler] InvalidImageFormatException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
6C	[signaler] InvalidImageFormatException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
6D	[signaler] InvalidImageFormatException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
6E	[signaler] InvalidImageFormatException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
6F	[signaler] InvalidImageFormatException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
7A	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
7B	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
7C	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
7D	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getMedias(String)	
7E	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
7F	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
7G	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
7H	[signaler] InvalidArrayFormatException	lancs.mobilemedia.core.util.MediaUtil	getMediaInfoFromBytes(byte[])		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getMedias(String)	
8A	[signaler] ImagePathNotValidException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
8B	[signaler] ImagePathNotValidException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
8C	[signaler] ImagePathNotValidException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
8D	[signaler] ImagePathNotValidException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
8E	[signaler] ImagePathNotValidException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	resetMediaData(	
8F	[signaler] ImagePathNotValidException	lancs.mobilemedia.core.util.MediaUtil	readMediaAsByteArray(String)		[handler] InvalidImageDataException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
9A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.ImageMediaAccessor	addImageData(String,byte[],String)	CapturePhotoOrSms,Photo	[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.PhotoViewController	handleCommand(javax.microedition.lcdui.Command)	Photo,CopyMediaOrSmsOrCapturePhoto
10A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor	addVideoData(String,String,byte[])	Video	[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.VideoCaptureController	handleCommand(javax.microedition.lcdui.Command)	CaptureVideo
10B	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor	addVideoData(String,String,byte[])	Video	[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
10C	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor	addVideoData(String,String,byte[])	Video	[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
10D	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor	addVideoData(String,String,byte[])	Video	[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
11A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(String,String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
11B	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(String,String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
11C	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(String,String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
11D	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(String,String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
11E	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(String,String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
11F	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	addMediaData(String,String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
12A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
12B	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
12C	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
12D	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getMedias(String)	
12E	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
12F	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
12G	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaDataFromRMS(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
13A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
13B	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
13C	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
13D	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
13E	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	incrementCountViews(String)	Sorting
13F	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites
13G	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	resetMediaData(	
13H	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	updateMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData,lancs.mobilemedia.core.ui.datamodel.MediaData)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.AlbumData	getAlbumNames(	
14A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaBytesFromRMS(String,int)		[handler] PersistenceMechanismException	lancs.mobilemedia.sms.SmsSenderController	handleCommand(javax.microedition.lcdui.Command)	Sms
14B	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaBytesFromRMS(String,int)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	showImage(String)	Photo
14C	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaBytesFromRMS(String,int)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	playVideoMedia(String)	Video
14D	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	loadMediaBytesFromRMS(String,int)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	playMusicMedia(String)	Music
15A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	createNewAlbum(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	handleCommand(javax.microedition.lcdui.Command)	
16A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	deleteAlbum(String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.AlbumController	handleCommand(javax.microedition.lcdui.Command)	
17A	[signaler] PersistenceMechanismException	lancs.mobilemedia.core.ui.datamodel.MediaAccessor	deleteSingleMediaFromRMS(String,String)		[handler] PersistenceMechanismException	lancs.mobilemedia.core.ui.controller.MediaController	handleCommand(javax.microedition.lcdui.Command)	Favourites


# Errors found on analysis....

